Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Property Type,Latitude,Longitude,Price Range
350000,0,85,3,3,1,2,1,1,1,0,Vila Sonia/Sao Paulo,sale,apartment,-23.609739,-46.750172,high
155300,0,38,1,1,0,1,1,0,0,1,Vila Sonia/Sao Paulo,sale,apartment,-23.596286,-46.745285,high
483000,0,77,3,2,1,1,0,0,0,0,Vila Sonia/Sao Paulo,sale,apartment,-23.592124,-46.731885,v_high
384000,380,50,2,2,1,1,1,0,1,0,Vila Sonia/Sao Paulo,sale,apartment,-23.591649,-46.738558,v_high
620000,580,82,3,2,1,1,1,0,1,0,Vila Sonia/Sao Paulo,sale,apartment,-23.598599,-46.741489,v_high
485000,460,67,3,2,1,1,1,0,1,0,Vila Sonia/Sao Paulo,sale,apartment,-23.591649,-46.738558,v_high
509000,580,82,3,2,1,2,1,0,1,0,Vila Sonia/Sao Paulo,sale,apartment,-23.598121,-46.742126,v_high
1950000,1840,190,3,4,1,4,1,1,1,0,Vila Sonia/Sao Paulo,sale,apartment,-23.601503,-46.725399,v_high
370000,380,50,2,2,1,1,1,0,1,0,Vila Sonia/Sao Paulo,sale,apartment,-23.591649,-46.738558,v_high
480000,380,66,3,2,1,1,1,0,1,0,Vila Sonia/Sao Paulo,sale,apartment,-23.591649,-46.738558,v_high
470000,460,68,3,2,1,1,1,0,1,0,Vila Sonia/Sao Paulo,sale,apartment,-23.591649,-46.738558,v_high
503565,0,67,3,2,1,1,1,0,1,0,Vila Sonia/Sao Paulo,sale,apartment,-23.591649,-46.738558,v_high
162300,250,37,1,2,1,1,1,0,0,0,Vila Sonia/Sao Paulo,sale,apartment,-23.595926,-46.7422,high
490000,360,67,3,2,1,1,1,0,1,0,Vila Sonia/Sao Paulo,sale,apartment,-23.591649,-46.738558,v_high
385000,380,50,2,2,1,1,1,0,1,0,Vila Sonia/Sao Paulo,sale,apartment,-23.591649,-46.738558,v_high
595000,580,76,2,2,1,2,1,0,1,0,Vila Sonia/Sao Paulo,sale,apartment,-23.598366,-46.740048,v_high
385000,380,50,2,2,1,1,1,0,1,0,Vila Sonia/Sao Paulo,sale,apartment,-23.591649,-46.738558,v_high
720000,880,77,2,2,1,1,0,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.540783,-46.715115,v_high
950000,0,73,2,2,1,1,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.555071,-46.680008,v_high
3910000,2144,220,3,4,3,4,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.553929,-46.714272,v_high
2710001,2600,211,3,4,3,3,1,0,0,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.549118,-46.7104,v_high
5465644,0,286,4,5,4,4,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.559196,-46.699355,v_high
1199770,1235,243,4,7,4,4,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.619538,-46.740725,v_high
4999070,4000,286,4,7,4,4,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.559196,-46.699355,v_high
960000,700,73,2,2,1,1,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.556199,-46.679313,v_high
5800000,0,286,4,6,4,4,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.559196,-46.699355,v_high
3590000,0,206,4,5,4,4,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.545144,-46.705156,v_high
1200000,700,125,3,2,1,2,0,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.55265,-46.719503,v_high
940000,1180,104,3,2,1,2,1,0,0,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.54029,-46.716024,v_high
1100000,0,96,3,2,1,2,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.526035,-46.695835,v_high
5814000,0,285,4,6,4,4,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.559196,-46.699355,v_high
940000,1180,104,3,4,1,2,1,0,0,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.54029,-46.716024,v_high
6000000,0,286,4,5,4,4,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.559196,-46.699356,v_high
7559420,0,377,3,4,3,4,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.549505,-46.717448,v_high
1130000,1183,105,3,3,1,2,0,0,0,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.538932,-46.716646,v_high
2000000,2294,163,4,3,2,3,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.539216,-46.713773,v_high
5850000,3746,286,4,5,4,4,0,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.559196,-46.699355,v_high
3691000,0,206,4,5,1,4,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.545237,-46.705143,v_high
480000,550,60,2,2,1,2,0,0,0,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.536527,-46.718926,v_high
5630000,0,286,4,6,3,4,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.559196,-46.699355,v_high
969800,1007,107,3,2,1,2,1,0,0,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.539404,-46.713114,v_high
866000,0,73,2,2,1,1,1,0,1,0,Alto de Pinheiros/Sao Paulo,sale,apartment,-23.555071,-46.680007,v_high
1595000,1900,233,4,5,4,4,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.666599,-46.694951,v_high
1790000,1500,234,3,6,3,3,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.673505,-46.696855,v_high
330000,360,60,3,2,1,1,1,0,0,0,Anhanguera/Sao Paulo,sale,apartment,-23.66654,-46.690493,high
485000,658,80,3,2,1,2,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.660558,-46.686034,v_high
320000,480,52,2,2,1,1,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.666509,-46.690356,high
1700000,0,266,4,5,4,4,1,0,0,0,Anhanguera/Sao Paulo,sale,apartment,-23.670116,-46.696669,v_high
455000,1000,76,3,2,1,1,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.660743,-46.686148,v_high
480000,851,74,3,2,1,1,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.660558,-46.686034,v_high
2420000,1850,266,4,4,2,4,1,0,0,0,Anhanguera/Sao Paulo,sale,apartment,-23.670116,-46.696669,v_high
430000,581,63,2,2,1,1,0,0,0,0,Anhanguera/Sao Paulo,sale,apartment,-23.664205,-46.694588,v_high
1800000,1850,266,4,1,4,4,1,0,0,0,Anhanguera/Sao Paulo,sale,apartment,-23.670116,-46.696669,v_high
1850000,1850,266,3,5,3,4,0,0,0,0,Anhanguera/Sao Paulo,sale,apartment,-23.670116,-46.696669,v_high
430000,734,75,3,2,1,2,0,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.660743,-46.686148,v_high
340000,395,50,2,2,1,1,0,0,0,0,Anhanguera/Sao Paulo,sale,apartment,-23.660846,-46.686396,high
445000,1000,74,3,2,1,2,0,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.660846,-46.686396,v_high
425000,720,64,3,2,1,2,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.660743,-46.686148,v_high
467000,500,74,3,3,1,2,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.661669,-46.684751,v_high
430000,750,75,3,2,1,2,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.660846,-46.686396,v_high
415000,570,78,3,2,1,1,1,0,0,0,Anhanguera/Sao Paulo,sale,apartment,-23.661669,-46.684751,v_high
440000,880,75,3,2,1,1,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.660846,-46.686396,v_high
1450000,1300,266,4,5,4,4,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.670116,-46.696669,v_high
1900000,2000,266,4,1,2,4,0,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.671364,-46.698671,v_high
350000,450,50,2,2,1,1,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.660846,-46.686396,high
1350000,2443,266,4,5,4,4,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.670116,-46.696669,v_high
1690000,1800,266,4,5,4,4,1,1,0,0,Anhanguera/Sao Paulo,sale,apartment,-23.670116,-46.696669,v_high
2100000,2443,266,4,5,4,4,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.670116,-46.696669,v_high
360000,500,50,2,2,1,1,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.660846,-46.686396,high
340000,440,50,2,2,1,1,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.660846,-46.686396,high
1850000,1750,266,3,5,3,4,1,0,1,0,Anhanguera/Sao Paulo,sale,apartment,-23.671364,-46.698671,v_high
1450000,0,266,4,6,4,4,0,0,0,0,Anhanguera/Sao Paulo,sale,apartment,-23.671364,-46.698671,v_high
209000,280,40,2,2,1,1,1,0,1,0,Brasilandia/Sao Paulo,sale,apartment,-23.472253,-46.674879,high
150900,0,41,2,1,0,1,1,0,0,1,Brasilandia/Sao Paulo,sale,apartment,-23.475049,-46.710959,high
238000,0,50,2,2,1,1,1,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.473337,-46.685929,high
87000,100,52,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.445211,-46.70278,high
179000,0,40,2,2,1,1,1,0,1,0,Brasilandia/Sao Paulo,sale,apartment,-23.472253,-46.674879,high
290000,392,48,2,2,1,1,1,0,1,0,Brasilandia/Sao Paulo,sale,apartment,-23.475068,-46.687927,high
179000,190,40,2,2,1,1,1,0,1,0,Brasilandia/Sao Paulo,sale,apartment,-23.471976,-46.676777,high
150900,0,41,2,1,0,1,1,0,0,1,Brasilandia/Sao Paulo,sale,apartment,-23.475049,-46.710959,high
184900,0,40,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.472508,-46.674688,high
190000,480,48,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.471736,-46.689582,high
250000,430,48,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.471708,-46.687679,high
185000,100,50,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.450053,-46.715496,high
234000,440,48,2,2,1,1,1,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.471736,-46.689582,high
205800,0,40,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.472508,-46.674688,high
240000,315,48,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.462147,-46.702793,high
255000,300,48,2,2,1,1,1,0,1,0,Brasilandia/Sao Paulo,sale,apartment,-23.462147,-46.702793,high
230000,450,48,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.471708,-46.687679,high
179000,0,40,2,2,1,1,1,0,1,1,Brasilandia/Sao Paulo,sale,apartment,-23.47205,-46.67525,high
270000,350,49,2,2,1,1,1,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.462147,-46.702793,high
250000,510,48,2,2,1,1,1,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.471692,-46.687886,high
170000,229,51,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.440344,-46.715832,high
249000,482,47,2,2,1,1,1,0,1,0,Brasilandia/Sao Paulo,sale,apartment,-23.475068,-46.687927,high
237000,380,55,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.471708,-46.687679,high
188600,240,40,2,2,1,1,0,0,1,0,Brasilandia/Sao Paulo,sale,apartment,-23.472463,-46.674694,high
212000,100,50,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.444575,-46.715263,high
140000,85,48,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.448919,-46.709361,high
184900,0,40,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.472508,-46.674688,high
205800,0,40,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.472508,-46.674688,high
234000,390,55,2,2,1,1,0,0,0,0,Brasilandia/Sao Paulo,sale,apartment,-23.471708,-46.687679,high
260000,495,50,2,2,1,1,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.599135,-46.751457,high
567600,0,66,3,2,1,1,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.578328,-46.715767,v_high
540000,380,66,2,2,1,1,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.584448,-46.718067,v_high
279000,525,57,2,2,1,1,0,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.587398,-46.754028,high
628300,0,66,2,2,1,1,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.574265,-46.709556,v_high
584000,400,66,2,2,1,1,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.582799,-46.717199,v_high
345000,480,77,3,2,1,1,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.590909,-46.805169,high
379999,0,50,2,2,1,1,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.575655,-46.708932,v_high
380000,380,50,2,2,1,1,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.591649,-46.738558,v_high
621700,0,91,3,3,1,2,0,0,0,0,Butanta/Sao Paulo,sale,apartment,-23.590947,-46.805219,v_high
627000,600,66,2,2,1,1,1,0,1,1,Butanta/Sao Paulo,sale,apartment,-23.574712,-46.707459,v_high
746000,0,67,2,2,1,1,1,0,0,0,Butanta/Sao Paulo,sale,apartment,-23.573691,-46.710177,v_high
350000,500,55,2,2,1,1,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.570631,-46.73263,high
450000,500,59,2,2,1,1,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.571418,-46.711529,v_high
430000,700,77,3,2,1,2,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.585913,-46.764757,v_high
280000,550,75,2,2,1,1,1,1,1,0,Butanta/Sao Paulo,sale,apartment,-23.583399,-46.763741,high
1439500,0,154,4,4,3,2,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.574265,-46.709556,v_high
579000,380,63,2,2,1,1,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.573197,-46.708988,v_high
205100,0,44,2,2,1,1,0,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.601873,-46.800656,high
503000,450,77,3,2,1,1,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.591649,-46.738558,v_high
2424900,0,264,3,5,3,3,1,0,1,0,Butanta/Sao Paulo,sale,apartment,-23.574265,-46.709556,v_high
169000,140,40,2,2,1,1,1,0,0,0,Butanta/Sao Paulo,sale,apartment,-23.563487,-46.721009,high
219000,250,41,2,2,1,1,1,0,1,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.475711,-46.659506,high
219000,300,41,2,2,1,1,1,0,1,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.475711,-46.659506,high
215000,0,41,2,2,1,1,1,0,1,1,Cachoeirinha/Sao Paulo,sale,apartment,-23.474587,-46.656933,high
219000,240,41,2,2,1,1,1,0,1,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.475711,-46.659506,high
320000,430,64,3,2,1,1,1,0,0,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.469641,-46.658941,high
1078700,0,134,4,4,0,2,1,0,1,1,Cachoeirinha/Sao Paulo,sale,apartment,-23.455562,-46.669979,v_high
219000,270,41,2,2,1,1,1,0,1,1,Cachoeirinha/Sao Paulo,sale,apartment,-23.475711,-46.659506,high
229000,0,41,2,2,1,1,0,0,1,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.474587,-46.656933,high
219000,0,41,2,2,1,1,1,0,1,1,Cachoeirinha/Sao Paulo,sale,apartment,-23.474587,-46.656933,high
219000,0,41,2,2,1,1,1,0,1,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.475711,-46.659506,high
219000,230,41,2,2,1,1,1,0,1,1,Cachoeirinha/Sao Paulo,sale,apartment,-23.475711,-46.659506,high
219000,250,41,2,2,1,1,1,0,1,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.475901,-46.659746,high
219900,200,41,2,2,1,1,1,0,1,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.475711,-46.659506,high
260000,500,50,2,2,1,1,1,0,0,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.466821,-46.640379,high
219000,240,41,2,2,1,1,1,0,1,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.475901,-46.659746,high
275000,480,50,2,2,1,1,1,0,0,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.46964,-46.648284,high
240000,0,47,2,2,1,1,1,0,1,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.469124,-46.65919,high
339000,400,55,2,2,1,1,1,0,1,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.470042,-46.654312,high
230000,452,42,2,2,1,1,1,0,1,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.473877,-46.653842,high
245000,200,51,2,2,1,1,1,0,0,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.469952,-46.650487,high
219000,250,41,2,2,1,1,1,0,1,1,Cachoeirinha/Sao Paulo,sale,apartment,-23.475711,-46.659506,high
185000,600,35,1,2,1,1,1,0,0,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.470099,-46.661559,high
210000,190,60,2,2,1,1,0,0,0,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.472004,-46.666656,high
219000,0,41,2,2,1,1,1,0,1,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.474516,-46.657117,high
219000,0,41,2,2,1,1,1,0,1,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.474575,-46.656862,high
219000,0,41,2,2,1,1,1,0,1,0,Cachoeirinha/Sao Paulo,sale,apartment,-23.475901,-46.659746,high
448500,520,75,3,2,1,2,1,0,1,0,Freguesia do O/Sao Paulo,sale,apartment,-23.505254,-46.699886,v_high
449000,550,74,3,3,2,2,1,0,1,0,Freguesia do O/Sao Paulo,sale,apartment,-23.505255,-46.699886,v_high
450000,600,69,3,2,1,1,1,1,1,0,Freguesia do O/Sao Paulo,sale,apartment,-23.500999,-46.700853,v_high
480000,535,70,3,2,1,1,0,0,0,0,Freguesia do O/Sao Paulo,sale,apartment,-23.500999,-46.700853,v_high
194000,210,34,2,2,1,1,1,0,0,0,Freguesia do O/Sao Paulo,sale,apartment,-23.50281,-46.685789,high
368990,520,59,2,2,1,1,1,1,1,0,Freguesia do O/Sao Paulo,sale,apartment,-23.505254,-46.699886,v_high
379000,450,60,2,2,1,1,1,0,1,0,Freguesia do O/Sao Paulo,sale,apartment,-23.505254,-46.699886,v_high
540000,460,85,3,2,1,1,1,0,1,0,Freguesia do O/Sao Paulo,sale,apartment,-23.498451,-46.695502,v_high
250100,220,42,2,2,1,1,1,0,1,1,Freguesia do O/Sao Paulo,sale,apartment,-23.486066,-46.691199,high
280000,150,59,2,2,1,1,0,0,0,0,Freguesia do O/Sao Paulo,sale,apartment,-23.490197,-46.706443,high
388000,592,112,2,2,1,1,1,0,1,0,Freguesia do O/Sao Paulo,sale,apartment,-23.484405,-46.70072,v_high
680000,650,81,3,2,1,2,1,1,1,0,Freguesia do O/Sao Paulo,sale,apartment,-23.492523,-46.69404,v_high
285000,600,60,2,2,1,1,0,0,0,0,Freguesia do O/Sao Paulo,sale,apartment,-23.494207,-46.693789,high
800000,580,107,3,4,3,2,1,0,1,0,Freguesia do O/Sao Paulo,sale,apartment,-23.494874,-46.691795,v_high
320000,450,52,2,2,1,1,1,1,0,0,Freguesia do O/Sao Paulo,sale,apartment,-23.49787,-46.687191,high
215000,300,53,2,2,1,1,1,0,0,0,Freguesia do O/Sao Paulo,sale,apartment,-23.484326,-46.704951,high
290000,367,51,2,2,1,1,1,0,0,0,Freguesia do O/Sao Paulo,sale,apartment,-23.505118,-46.698579,high
305000,0,45,2,2,1,1,1,0,1,1,Freguesia do O/Sao Paulo,sale,apartment,-23.495625,-46.684893,high
421000,0,69,2,2,1,1,1,0,1,0,Freguesia do O/Sao Paulo,sale,apartment,-23.500991,-46.700681,v_high
560000,650,79,3,2,1,2,1,0,0,0,Freguesia do O/Sao Paulo,sale,apartment,-23.48434,-46.6917,v_high
307000,0,45,2,2,1,1,1,0,1,0,Freguesia do O/Sao Paulo,sale,apartment,-23.495625,-46.684893,high
340000,0,56,2,2,1,1,1,0,0,0,Freguesia do O/Sao Paulo,sale,apartment,-23.488877,-46.694053,high
194000,200,34,2,2,1,1,1,0,0,0,Freguesia do O/Sao Paulo,sale,apartment,-23.50281,-46.685789,high
250000,235,45,2,2,1,1,1,0,1,1,Freguesia do O/Sao Paulo,sale,apartment,-23.486066,-46.691199,high
320000,0,49,2,2,1,1,0,0,1,0,Freguesia do O/Sao Paulo,sale,apartment,-23.504859,-46.700775,high
485000,650,70,3,2,1,1,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.550074,-46.734945,v_high
1650000,1247,186,4,5,2,3,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.55538,-46.737744,v_high
490000,600,70,3,2,1,1,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.550074,-46.734945,v_high
335000,600,62,2,2,1,1,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.549332,-46.734927,high
385000,0,70,3,2,1,1,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.550074,-46.734945,v_high
385000,0,70,3,2,1,1,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.549103,-46.73597,v_high
320000,400,50,2,2,1,1,0,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.54297,-46.755014,high
379000,491,70,3,2,1,1,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.553696,-46.738496,v_high
480000,380,54,2,2,1,1,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.555913,-46.747901,v_high
333000,0,62,2,2,1,1,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.549332,-46.734927,high
370000,550,66,2,2,1,1,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.552225,-46.742957,v_high
570000,604,84,3,2,1,2,0,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.541739,-46.753211,v_high
333000,0,62,2,2,1,1,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.549332,-46.734927,high
350000,550,50,2,2,1,1,1,1,1,0,Jaguare/Sao Paulo,sale,apartment,-23.541847,-46.752148,high
580000,780,70,3,2,1,2,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.553443,-46.739213,v_high
353000,0,62,2,2,1,1,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.549332,-46.734927,high
520000,650,78,2,2,1,2,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.552225,-46.742957,v_high
1200000,1089,156,3,5,2,2,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.55538,-46.737744,v_high
333300,400,62,2,2,1,1,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.550074,-46.734945,high
347500,0,63,2,2,1,1,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.553696,-46.738496,high
1280000,1089,156,3,5,3,2,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.55538,-46.737744,v_high
1600000,1247,186,3,5,3,3,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.55538,-46.737744,v_high
280000,842,65,2,2,1,2,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.54215,-46.752656,high
572000,523,70,3,2,1,2,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.552918,-46.738851,v_high
650000,650,83,3,2,1,2,0,1,1,0,Jaguare/Sao Paulo,sale,apartment,-23.541739,-46.753211,v_high
413400,550,82,3,3,1,2,1,0,0,0,Jaguare/Sao Paulo,sale,apartment,-23.533126,-46.757068,v_high
1780000,1525,234,4,5,3,4,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.55538,-46.737744,v_high
1280000,1090,156,3,5,3,2,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.55538,-46.737744,v_high
395000,0,70,3,2,1,1,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.550074,-46.734945,v_high
1300000,1018,156,3,5,3,2,1,0,1,0,Jaguare/Sao Paulo,sale,apartment,-23.55538,-46.737744,v_high
390000,0,90,3,2,1,2,1,0,1,1,Jaragua/Sao Paulo,sale,apartment,-23.52387,-46.652543,v_high
475000,570,58,2,2,1,1,1,0,1,0,Jaragua/Sao Paulo,sale,apartment,-23.524606,-46.647326,v_high
710000,525,69,2,2,1,1,0,0,1,0,Jaragua/Sao Paulo,sale,apartment,-23.524677,-46.647365,v_high
550000,560,70,2,2,1,2,1,0,0,0,Jaragua/Sao Paulo,sale,apartment,-23.524677,-46.647365,v_high
610000,600,68,3,2,1,1,1,0,1,0,Jaragua/Sao Paulo,sale,apartment,-23.524606,-46.647326,v_high
500000,540,68,3,2,1,2,1,0,1,0,Jaragua/Sao Paulo,sale,apartment,-23.524721,-46.647464,v_high
420000,450,58,2,2,1,1,1,1,1,0,Jaragua/Sao Paulo,sale,apartment,-23.524721,-46.647464,v_high
500000,636,67,2,2,1,1,1,0,1,0,Jaragua/Sao Paulo,sale,apartment,-23.524677,-46.647365,v_high
400000,475,58,2,2,1,1,0,0,0,0,Jaragua/Sao Paulo,sale,apartment,-23.524677,-46.647365,v_high
479000,570,58,2,2,1,1,0,0,1,0,Jaragua/Sao Paulo,sale,apartment,-23.524677,-46.647365,v_high
455000,460,57,2,2,1,1,1,1,1,0,Jaragua/Sao Paulo,sale,apartment,-23.524606,-46.647326,v_high
540000,500,68,3,2,1,1,1,0,1,0,Jaragua/Sao Paulo,sale,apartment,-23.523394,-46.645235,v_high
410000,0,58,2,2,1,1,0,0,1,0,Jaragua/Sao Paulo,sale,apartment,-23.523394,-46.645235,v_high
450000,0,57,2,2,1,1,0,0,1,0,Jaragua/Sao Paulo,sale,apartment,-23.523394,-46.645235,v_high
395000,609,58,2,2,1,2,0,0,1,0,Jaragua/Sao Paulo,sale,apartment,-23.524415,-46.647314,v_high
450000,578,60,2,2,1,1,1,1,1,0,Jaragua/Sao Paulo,sale,apartment,-23.523394,-46.645235,v_high
470000,580,68,2,2,1,1,0,0,1,0,Jaragua/Sao Paulo,sale,apartment,-23.523394,-46.645235,v_high
401002,1,67,2,2,1,1,0,0,0,0,Jaragua/Sao Paulo,sale,apartment,-23.524673,-46.647439,v_high
395000,420,59,2,2,1,2,0,0,0,0,Jaragua/Sao Paulo,sale,apartment,-23.523394,-46.645235,v_high
510000,570,58,2,2,1,1,1,1,1,0,Jaragua/Sao Paulo,sale,apartment,-23.524606,-46.648025,v_high
770000,890,92,3,2,1,2,1,0,1,0,Lapa/Sao Paulo,sale,apartment,-23.516704,-46.718631,v_high
760000,831,66,2,2,1,2,0,1,1,0,Lapa/Sao Paulo,sale,apartment,-23.535337,-46.705868,v_high
655391,648,81,3,3,1,2,1,0,1,0,Lapa/Sao Paulo,sale,apartment,-23.518417,-46.72426,v_high
850000,1300,94,3,3,2,2,1,1,1,0,Lapa/Sao Paulo,sale,apartment,-23.523738,-46.695323,v_high
